employee_id,directorate,role,grade,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP100785,Technology,Data Analyst,IV,Competency,CSI,0.04,0.04,100,95,97.15
EMP100785,Technology,Data Analyst,IV,Competency,IDS,0.05,0.05,100,95,97.15
EMP100785,Technology,Data Analyst,IV,Competency,IDS,0.05,0.05,100,95,97.15
EMP100785,Technology,Data Analyst,IV,Competency,SEA,0.05,0.05,100,95,97.15
EMP100785,Technology,Data Analyst,IV,Competency,SEA,0.05,0.05,100,95,97.15
EMP100785,Technology,Data Analyst,IV,Competency,VCU,0.05,0.04,80,95,97.15
EMP100785,Technology,Data Analyst,IV,Competency,VCU,0.05,0.04,80,95,97.15
EMP100785,Technology,Data Analyst,IV,Readiness,Grade,0.5,0.5,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Readiness,Grade,0.5,0.5,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Readiness,Tenure_Years,0.35,0.42,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Readiness,Tenure_Years,0.35,0.42,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Strength DNA,Strength_Match,1,1,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Strength DNA,Strength_Match,1,1,100,100,97.15
EMP101225,Technology,HRBP,IV,Behavior,PAPI_I,0.5,0.63,100,100,97.15
EMP101225,Technology,HRBP,IV,Behavior,PAPI_I,0.5,0.63,100,100,97.15
EMP101225,Technology,HRBP,IV,Behavior,PAPI_P,0.63,1,100,100,97.15
EMP101225,Technology,HRBP,IV,Behavior,PAPI_P,0.63,1,100,100,97.15
EMP101225,Technology,HRBP,IV,Behavior,PAPI_W,0.5,0.88,100,100,97.15
EMP101225,Technology,HRBP,IV,Behavior,PAPI_W,0.5,0.88,100,100,97.15
EMP101225,Technology,HRBP,IV,Cognitive,Cognitive_Index,0.6,0.68,100,100,97.15
EMP101225,Technology,HRBP,IV,Cognitive,Cognitive_Index,0.6,0.68,100,100,97.15
EMP101225,Technology,HRBP,IV,Competency,CEX,0.05,0.04,80,95,97.15
EMP101225,Technology,HRBP,IV,Competency,CEX,0.05,0.04,80,95,97.15
EMP101225,Technology,HRBP,IV,Competency,CSI,0.04,0.04,100,95,97.15
EMP101225,Technology,HRBP,IV,Competency,CSI,0.04,0.04,100,95,97.15
EMP101225,Technology,HRBP,IV,Competency,IDS,0.05,NULL,NULL,95,97.15
EMP101225,Technology,HRBP,IV,Competency,IDS,0.05,NULL,NULL,95,97.15
EMP101225,Technology,HRBP,IV,Competency,SEA,0.05,0.05,100,95,97.15
EMP101225,Technology,HRBP,IV,Competency,SEA,0.05,0.05,100,95,97.15
EMP101225,Technology,HRBP,IV,Competency,VCU,0.05,0.05,100,95,97.15
EMP101225,Technology,HRBP,IV,Competency,VCU,0.05,0.05,100,95,97.15
EMP101225,Technology,HRBP,IV,Readiness,Grade,0.5,0.5,100,100,97.15
EMP101225,Technology,HRBP,IV,Readiness,Grade,0.5,0.5,100,100,97.15
EMP101225,Technology,HRBP,IV,Readiness,Tenure_Years,0.35,0.52,100,100,97.15
EMP101225,Technology,HRBP,IV,Readiness,Tenure_Years,0.35,0.52,100,100,97.15
EMP101225,Technology,HRBP,IV,Strength DNA,Strength_Match,1,1,100,100,97.15
EMP101225,Technology,HRBP,IV,Strength DNA,Strength_Match,1,1,100,100,97.15
EMP100465,Technology,Sales Supervisor,IV,Behavior,PAPI_I,0.5,0.88,100,73.33,97.03
EMP100465,Technology,Sales Supervisor,IV,Behavior,PAPI_I,0.5,0.88,100,73.33,97.03
EMP100465,Technology,Sales Supervisor,IV,Behavior,PAPI_P,0.63,0.13,20,73.33,97.03
EMP100465,Technology,Sales Supervisor,IV,Behavior,PAPI_P,0.63,0.13,20,73.33,97.03
EMP100465,Technology,Sales Supervisor,IV,Behavior,PAPI_W,0.5,0.5,100,73.33,97.03
EMP100465,Technology,Sales Supervisor,IV,Behavior,PAPI_W,0.5,0.5,100,73.33,97.03
EMP100465,Technology,Sales Supervisor,IV,Cognitive,Cognitive_Index,0.6,0.67,100,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Cognitive,Cognitive_Index,0.6,0.67,100,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,CEX,0.05,0.05,100,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,CEX,0.05,0.05,100,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,CSI,0.04,0.04,100,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,CSI,0.04,0.04,100,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,IDS,0.05,NULL,NULL,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,IDS,0.05,NULL,NULL,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,SEA,0.05,NULL,NULL,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,SEA,0.05,NULL,NULL,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,VCU,0.05,0.05,100,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Competency,VCU,0.05,0.05,100,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Readiness,Grade,0.5,0.5,100,96.15,97.03
EMP100465,Technology,Sales Supervisor,IV,Readiness,Grade,0.5,0.5,100,96.15,97.03
EMP100465,Technology,Sales Supervisor,IV,Readiness,Tenure_Years,0.35,0.32,92.31,96.15,97.03
EMP100465,Technology,Sales Supervisor,IV,Readiness,Tenure_Years,0.35,0.32,92.31,96.15,97.03
EMP100465,Technology,Sales Supervisor,IV,Strength DNA,Strength_Match,1,3,100,100,97.03
EMP100465,Technology,Sales Supervisor,IV,Strength DNA,Strength_Match,1,3,100,100,97.03
EMP100803,Technology,Sales Supervisor,IV,Behavior,PAPI_I,0.5,0.88,100,70,97
EMP100803,Technology,Sales Supervisor,IV,Behavior,PAPI_I,0.5,0.88,100,70,97
EMP100803,Technology,Sales Supervisor,IV,Behavior,PAPI_P,0.63,0.25,40,70,97
EMP100803,Technology,Sales Supervisor,IV,Behavior,PAPI_P,0.63,0.25,40,70,97
EMP100803,Technology,Sales Supervisor,IV,Behavior,PAPI_W,0.5,NULL,NULL,70,97
EMP100803,Technology,Sales Supervisor,IV,Behavior,PAPI_W,0.5,NULL,NULL,70,97
EMP100803,Technology,Sales Supervisor,IV,Cognitive,Cognitive_Index,0.6,0.76,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Cognitive,Cognitive_Index,0.6,0.76,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,CEX,0.05,0.05,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,CEX,0.05,0.05,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,CSI,0.04,0.04,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,CSI,0.04,0.04,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,IDS,0.05,0.05,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,IDS,0.05,0.05,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,SEA,0.05,0.05,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,SEA,0.05,0.05,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,VCU,0.05,0.05,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Competency,VCU,0.05,0.05,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Readiness,Grade,0.5,0.5,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Readiness,Grade,0.5,0.5,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Readiness,Tenure_Years,0.35,0.65,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Readiness,Tenure_Years,0.35,0.65,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Strength DNA,Strength_Match,1,1,100,100,97
EMP100803,Technology,Sales Supervisor,IV,Strength DNA,Strength_Match,1,1,100,100,97
EMP100208,Technology,Brand Executive,IV,Behavior,PAPI_I,0.5,1,100,66.67,96.67
EMP100208,Technology,Brand Executive,IV,Behavior,PAPI_I,0.5,1,100,66.67,96.67
EMP100208,Technology,Brand Executive,IV,Behavior,PAPI_P,0.63,0,0,66.67,96.67
EMP100208,Technology,Brand Executive,IV,Behavior,PAPI_P,0.63,0,0,66.67,96.67
EMP100208,Technology,Brand Executive,IV,Behavior,PAPI_W,0.5,0.75,100,66.67,96.67
EMP100208,Technology,Brand Executive,IV,Behavior,PAPI_W,0.5,0.75,100,66.67,96.67
EMP100208,Technology,Brand Executive,IV,Cognitive,Cognitive_Index,0.6,0.63,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Cognitive,Cognitive_Index,0.6,0.63,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,CEX,0.05,0.05,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,CEX,0.05,0.05,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,CSI,0.04,0.04,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,CSI,0.04,0.04,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,IDS,0.05,0.05,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,IDS,0.05,0.05,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,SEA,0.05,0.05,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,SEA,0.05,0.05,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,VCU,0.05,0.05,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Competency,VCU,0.05,0.05,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Readiness,Grade,0.5,0.5,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Readiness,Grade,0.5,0.5,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Readiness,Tenure_Years,0.35,0.53,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Readiness,Tenure_Years,0.35,0.53,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Strength DNA,Strength_Match,1,1,100,100,96.67
EMP100208,Technology,Brand Executive,IV,Strength DNA,Strength_Match,1,1,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Behavior,PAPI_I,0.5,0,0,66.67,96.67
EMP100836,Commercial,Brand Executive,V,Behavior,PAPI_I,0.5,0,0,66.67,96.67
EMP100836,Commercial,Brand Executive,V,Behavior,PAPI_P,0.63,0.88,100,66.67,96.67
EMP100836,Commercial,Brand Executive,V,Behavior,PAPI_P,0.63,0.88,100,66.67,96.67
EMP100836,Commercial,Brand Executive,V,Behavior,PAPI_W,0.5,1,100,66.67,96.67
EMP100836,Commercial,Brand Executive,V,Behavior,PAPI_W,0.5,1,100,66.67,96.67
EMP100836,Commercial,Brand Executive,V,Cognitive,Cognitive_Index,0.6,0.7,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Cognitive,Cognitive_Index,0.6,0.7,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,CEX,0.05,0.05,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,CEX,0.05,0.05,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,CSI,0.04,0.04,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,CSI,0.04,0.04,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,IDS,0.05,0.05,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,IDS,0.05,0.05,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,SEA,0.05,0.05,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,SEA,0.05,0.05,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,VCU,0.05,0.05,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Competency,VCU,0.05,0.05,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Readiness,Grade,0.5,1,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Readiness,Grade,0.5,1,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Readiness,Tenure_Years,0.35,0.38,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Readiness,Tenure_Years,0.35,0.38,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Strength DNA,Strength_Match,1,3,100,100,96.67
EMP100836,Commercial,Brand Executive,V,Strength DNA,Strength_Match,1,3,100,100,96.67
EMP100548,Commercial,Data Analyst,IV,Behavior,PAPI_I,0.5,0.63,100,66.67,96.32
EMP100548,Commercial,Data Analyst,IV,Behavior,PAPI_I,0.5,0.63,100,66.67,96.32
EMP100548,Commercial,Data Analyst,IV,Behavior,PAPI_P,0.63,0,0,66.67,96.32
EMP100548,Commercial,Data Analyst,IV,Behavior,PAPI_P,0.63,0,0,66.67,96.32
EMP100548,Commercial,Data Analyst,IV,Behavior,PAPI_W,0.5,0.5,100,66.67,96.32
EMP100548,Commercial,Data Analyst,IV,Behavior,PAPI_W,0.5,0.5,100,66.67,96.32
EMP100548,Commercial,Data Analyst,IV,Cognitive,Cognitive_Index,0.6,0.58,96.56,96.56,96.32
EMP100548,Commercial,Data Analyst,IV,Cognitive,Cognitive_Index,0.6,0.58,96.56,96.56,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,CEX,0.05,NULL,NULL,100,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,CEX,0.05,NULL,NULL,100,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,CSI,0.04,0.04,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,CSI,0.04,0.04,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,IDS,0.05,NULL,NULL,100,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,IDS,0.05,NULL,NULL,100,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,SEA,0.05,0.05,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,SEA,0.05,0.05,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,VCU,0.05,0.05,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Competency,VCU,0.05,0.05,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Readiness,Grade,0.5,0.5,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Readiness,Grade,0.5,0.5,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Readiness,Tenure_Years,0.35,0.59,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Readiness,Tenure_Years,0.35,0.59,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Strength DNA,Strength_Match,1,1,100,100,96.32
EMP100548,Commercial,Data Analyst,IV,Strength DNA,Strength_Match,1,1,100,100,96.32
EMP101599,Technology,Brand Executive,V,Behavior,PAPI_I,0.5,1,100,91.67,96.32
EMP101599,Technology,Brand Executive,V,Behavior,PAPI_I,0.5,1,100,91.67,96.32
EMP101599,Technology,Brand Executive,V,Behavior,PAPI_P,0.63,0.88,100,91.67,96.32
EMP101599,Technology,Brand Executive,V,Behavior,PAPI_P,0.63,0.88,100,91.67,96.32
EMP101599,Technology,Brand Executive,V,Behavior,PAPI_W,0.5,0.38,75,91.67,96.32
EMP101599,Technology,Brand Executive,V,Behavior,PAPI_W,0.5,0.38,75,91.67,96.32
EMP101599,Technology,Brand Executive,V,Cognitive,Cognitive_Index,0.6,0.6,100,100,96.32
EMP101599,Technology,Brand Executive,V,Cognitive,Cognitive_Index,0.6,0.6,100,100,96.32
EMP101599,Technology,Brand Executive,V,Competency,CEX,0.05,0.05,100,95,96.32
EMP101599,Technology,Brand Executive,V,Competency,CEX,0.05,0.05,100,95,96.32
EMP101599,Technology,Brand Executive,V,Competency,CSI,0.04,0.03,75,95,96.32
EMP101599,Technology,Brand Executive,V,Competency,CSI,0.04,0.03,75,95,96.32
EMP101599,Technology,Brand Executive,V,Competency,IDS,0.05,0.05,100,95,96.32
EMP101599,Technology,Brand Executive,V,Competency,IDS,0.05,0.05,100,95,96.32
EMP101599,Technology,Brand Executive,V,Competency,SEA,0.05,0.05,100,95,96.32
EMP101599,Technology,Brand Executive,V,Competency,SEA,0.05,0.05,100,95,96.32
EMP101599,Technology,Brand Executive,V,Competency,VCU,0.05,0.05,100,95,96.32
EMP101599,Technology,Brand Executive,V,Competency,VCU,0.05,0.05,100,95,96.32
EMP101599,Technology,Brand Executive,V,Readiness,Grade,0.5,1,100,100,96.32
EMP101599,Technology,Brand Executive,V,Readiness,Grade,0.5,1,100,100,96.32
EMP101599,Technology,Brand Executive,V,Readiness,Tenure_Years,0.35,0.43,100,100,96.32
EMP101599,Technology,Brand Executive,V,Readiness,Tenure_Years,0.35,0.43,100,100,96.32
EMP101599,Technology,Brand Executive,V,Strength DNA,Strength_Match,1,2,100,100,96.32
EMP101599,Technology,Brand Executive,V,Strength DNA,Strength_Match,1,2,100,100,96.32
EMP100750,HR & Corp Affairs,Data Analyst,V,Behavior,PAPI_I,0.5,0.5,100,75,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Behavior,PAPI_I,0.5,0.5,100,75,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Behavior,PAPI_P,0.63,0.75,100,75,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Behavior,PAPI_P,0.63,0.75,100,75,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Behavior,PAPI_W,0.5,0.13,25,75,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Behavior,PAPI_W,0.5,0.13,25,75,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Cognitive,Cognitive_Index,0.6,0.64,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Cognitive,Cognitive_Index,0.6,0.64,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,CEX,0.05,0.05,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,CEX,0.05,0.05,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,CSI,0.04,0.04,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,CSI,0.04,0.04,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,IDS,0.05,0.05,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,IDS,0.05,0.05,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,SEA,0.05,0.05,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,SEA,0.05,0.05,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,VCU,0.05,0.05,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Competency,VCU,0.05,0.05,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Readiness,Grade,0.5,1,100,84.62,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Readiness,Grade,0.5,1,100,84.62,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Readiness,Tenure_Years,0.35,0.24,69.23,84.62,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Readiness,Tenure_Years,0.35,0.24,69.23,84.62,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Strength DNA,Strength_Match,1,1,100,100,96.27
EMP100750,HR & Corp Affairs,Data Analyst,V,Strength DNA,Strength_Match,1,1,100,100,96.27
EMP101718,HR & Corp Affairs,HRBP,IV,Behavior,PAPI_I,0.5,0.75,100,86.67,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Behavior,PAPI_I,0.5,0.75,100,86.67,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Behavior,PAPI_P,0.63,0.38,60,86.67,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Behavior,PAPI_P,0.63,0.38,60,86.67,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Behavior,PAPI_W,0.5,0.75,100,86.67,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Behavior,PAPI_W,0.5,0.75,100,86.67,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Cognitive,Cognitive_Index,0.6,0.56,93.69,93.69,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Cognitive,Cognitive_Index,0.6,0.56,93.69,93.69,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,CEX,0.05,0.05,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,CEX,0.05,0.05,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,CSI,0.04,0.04,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,CSI,0.04,0.04,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,IDS,0.05,0.05,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,IDS,0.05,0.05,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,SEA,0.05,0.05,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,SEA,0.05,0.05,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,VCU,0.05,0.05,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Competency,VCU,0.05,0.05,100,100,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Readiness,Grade,0.5,0.5,100,76.92,96.19
EMP101718,HR & Corp Affairs,HRBP,IV,Readiness,Grade,0.5,0.5,100,76.92,96.19
